('INTERNALID','ROUTES_161'),
('E41900','87'),
('E41920','71A'),
('E41920','87'),
('E41940','71A'),
('E41940','87'),
('E41960','71A'),
('E41960','87'),
('E41970','64'),
('E41971','64'),
('E41990','71A'),
('E42000','71A'),
('E42000','87'),
('E42010','71A'),
('E42010','71C'),
('E42010','77'),
('E42010','87'),
('E42030','71A'),
('E42030','87'),
('E42020','71A'),
('E42020','87'),
('E41980','71A'),
('N37670','O5'),
('W15730','21'),
('W15770','21'),
('E42134','P3'),
('E42142','P3'),
('E42150','75'),
('E42150','P3'),
('E42140','75'),
('E42140','P3'),
('W15940','29'),
('W70109','29'),
('W16000','29'),
('W16010','29'),
('W16030','29'),
('E42250','59'),
('E42250','61A'),
('E42250','P71'),
('E42220','59'),
('E42220','61A'),
('E42220','P71'),
('E42240','59'),
('E42240','61A'),
('E42240','P71'),
('W17080','31'),
('W17100','31'),
('W17130','31'),
('W17150','31'),
('W16850','31'),
('W18520','31'),
('W17600','31'),
('W17210','31'),
('W17240','31'),
('W16120','31'),
('W16150','31'),
('W16160','31'),
('W16170','31'),
('W17960','31'),
('W16290','31'),
('W16340','31'),
('W16370','31'),
('W16390','31'),
('W16400','31'),
('W16240','31'),
('W16550','31'),
('W16990','31'),
('W18220','31'),
('W16640','31'),
('W16570','31'),
('W16830','31'),
('W16470','31'),
('W16880','31'),
('W16930','31'),
('W16940','31'),
('W17250','31'),
('W17360','31'),
('W17560','31'),
('W18190','31'),
('W18270','31'),
('W18280','31'),
('W18290','31'),
('W17640','31'),
('W17700','31'),
('W16360','31'),
('W16380','31'),
('W17730','31'),
('W17810','31'),
('W17820','31'),
('W17160','31'),
('W17860','31'),
('W17780','31'),
('W18010','31'),
('W18250','31'),
('W18340','31'),
('N38330','13'),
('N38330','15'),
('N38330','16'),
('N38330','17'),
('N38340','13'),
('N38340','15'),
('N38340','16'),
('N38340','17'),
('N38370','13'),
('N38370','15'),
('N38370','16'),
('N38370','17'),
('N71196','19L'),
('N38430','2'),
('N38440','2'),
('N38540','2'),
('N38570','2'),
('N38580','12'),
('N38640','2'),
('N38660','2'),
('N38700','12'),
('N38690','12'),
('N38710','13'),
('N38710','15'),
('N38710','16'),
('N38710','17'),
('N38720','13'),
('N38720','15'),
('N38720','16'),
('N38720','17'),
('N38740','13'),
('N38740','15'),
('N38740','16'),
('N38740','17'),
('N38740','54'),
('N38770','8'),
('N38770','11'),
('N38770','15'),
('N38770','17'),
('N38770','54'),
('N38830','13'),
('N38830','15'),
('N38830','16'),
('N38830','17'),
('N38840','8'),
('N38840','11'),
('N38840','15'),
('N38840','17'),
('N38840','54'),
('N38860','13'),
('N38860','16'),
('N70011','2'),
('N38170','2'),
('N38150','2'),
('TP7105','2'),
('N39000','O5'),
('N39010','O5'),
('N71259','O5'),
('N39030','O5'),
('N39050','2'),
('N39050','12'),
('N39060','2'),
('N39060','12'),
('E42794','81'),
('E42796','81'),
('E70753','74'),
('E70740','74'),
('E42850','86'),
('E42920','86'),
('E42860','86'),
('E42880','86'),
('E42890','71D'),
('E42890','86'),
('E42900','86'),
('E70021','71D'),
('E70021','86'),
('E42940','71D'),
('E42940','86'),
('E42950','71D'),
('E42950','86'),
('E42960','86'),
('E42990','74'),
('E43000','74'),
('E43030','74'),
('E43040','74'),
('S70330','55'),
('S70329','55'),
('S70373','55'),
('S70374','55'),
('N39980','14'),
('N39490','14'),
('N39490','19L'),
('N39500','14'),
('N39540','14'),
('N39550','14'),
('N39560','14'),
('N39570','14'),
('N39570','19L'),
('N39620','14'),
('N39630','14'),
('N39650','14'),
('N39680','14'),
('N39720','14'),
('N39780','14'),
('N39760','14'),
('N39760','19L'),
('N39750','14'),
('N39790','14'),
('N39800','14'),
('N39810','14'),
('N39810','19L'),
('N39820','14'),
('N39820','19L'),
('N39520','14'),
('N39520','19L'),
('N39850','14'),
('N39850','19L'),
('N39860','14'),
('N39880','14'),
('N39960','14'),
('N40000','14'),
('N40380','14'),
('N40010','14'),
('N40030','14'),
('N40030','19L'),
('N40060','14'),
('N40060','19L'),
('N40090','14'),
('N40120','14'),
('N40130','14'),
('N40150','14'),
('N40200','14'),
('N40240','14'),
('N71252','14'),
('N40080','14'),
('N40310','14'),
('N40320','14'),
('N40320','19L'),
('N40400','14'),
('E18965','P12'),
('N40423','13'),
('S70455','53'),
('S70455','53L'),
('S70457','53'),
('S70457','53L'),
('S70456','53'),
('S70456','53L'),
('S70464','53'),
('S70464','53L'),
('S70463','53'),
('S70463','53L'),
('N40435','75'),
('N40435','91'),
('N40425','75'),
('N40425','91'),
('N40440','75'),
('N40440','91'),
('N40430','75'),
('N40430','91'),
('E43840','P12'),
('E44420','67'),
('E44420','P12'),
('E70181','P12'),
('E44430','67'),
('E44430','P12'),
('E43740','67'),
('E43740','P12'),
('E43780','P12'),
('E43870','67'),
('E43870','P12'),
('E43990','67'),
('E43990','P12'),
('E44410','P12'),
('E43850','67'),
('E43850','P12'),
('E43190','P12'),
('E43860','67'),
('E43860','P12'),
('E43460','67'),
('E43460','P12'),
('E44360','P12'),
('E44480','67'),
('E44480','P12'),
('E44550','67'),
('E44550','P12'),
('S70291','60'),
('S70303','P76'),
('S37602','60'),
('W19445','38'),
('W19446','38'),
('W19447','38'),
('W19449','38'),
('W19450','38'),
('W19451','38'),
('W19452','38'),
('W19454','38'),
('W70129','38'),
('W19456','38'),
('W19444','38'),
('W19441','38'),
('W19442','38'),
('W19455','38'),
('E44620','83'),
('S37740','44'),
('W70050','22'),
('X12684','36'),
('E44730','68'),
('E44730','P68'),
('E44740','68'),
('E44740','P68'),
('E44770','68'),
('E44770','P68'),
('X12683','36'),
('X12689','36'),
('X12687','36'),
('E44810','68'),
('E44810','P68'),
('E44800','68'),
('E44800','P68'),
('S47730','40'),
('S47730','44'),
('E29365','58'),
('E29365','65'),
('E29365','93'),
('E44797','58'),
('E44797','65'),
('E44797','93'),
('E44795','58'),
('E44795','65'),
('E44795','93'),
('E70952','78'),
('E70952','79'),
('E70952','P78'),
('E44880','78'),
('E44880','79'),
('E44880','P78'),
('E44900','79'),
('E44910','79'),
('E44920','79'),
('E44930','79'),
('E44950','79'),
('E44960','79'),
('E44890','79'),
('E44970','79'),
('W70141','24'),
('W70141','29'),
('W19493','24'),
('W19493','29'),
('W19497','24'),
('W19497','29'),
('N40800','2'),
('N40740','2'),
('N29120','2'),
('N70102','2'),
('N40810','2'),
('N40850','2'),
('N40830','2'),
('S70552','Y49'),
('S70554','Y49'),
('S70551','Y49'),
('S70556','Y49'),
('S70549','Y49'),
('S70593','Y49'),
('S70553','Y49'),
('S70558','Y49'),
('W19558','38'),
('S70271','38'),
('N71251','12'),
('N38140','12'),
('N70173','91'),
('E45030','69'),
('E45030','P69'),
('E45060','69'),
('E45080','74'),
('E45130','74'),
('E45150','74'),
('E45180','74'),
('E45200','74'),
('E45280','74'),
('E45250','74'),
('N41250','2'),
('N41250','P13'),
('N40870','2'),
('N40870','P13'),
('N40900','2'),
('N40900','O5'),
('N40900','P13'),
('N40910','O5'),
('N40920','2'),
('N40920','P13'),
('N40990','O5'),
('N41000','O5'),
('N41020','2'),
('N41020','P13'),
('N41030','2'),
('N41030','O5'),
('N41030','P13'),
('N41180','2'),
('N41180','O5'),
('N41180','P13'),
('N41090','2'),
('N41090','P13'),
('N41100','2'),
('N41100','O5'),
('N41100','P13'),
('N41130','O5'),
('N70023','2'),
('N70023','12'),
('N41160','2'),
('N41160','P13'),
('N41240','O5'),
('N41060','2'),
('N41060','O5'),
('N41060','P13'),
('N40890','2'),
('N40890','O5'),
('N40890','P13'),
('N41140','O5'),
('E45310','61A'),
('E45310','71'),
('E45310','P71'),
('E45340','61A'),
('E45340','71'),
('E45340','P71'),
('E45360','61A'),
('E45360','71'),
('E45360','P71'),
('E45325','71'),
('E45325','P71'),
('N41320','6'),
('N41320','15'),
('N41325','6'),
('N41325','15'),
('N41310','6'),
('N41310','15'),
('N41350','6'),
('N41350','15'),
('S38350','44'),
('P02800','86'),
('P02800','88'),
('P02800','91'),
('E45480','54'),
('E45480','88'),
('E45480','91'),
('E45490','54'),
('E45490','88'),
('E45490','91'),
('E45500','54'),
('E45500','88'),
('E45500','91'),
('E45520','54'),
('E45520','88'),
('E45520','91'),
('E45530','54'),
('E45530','88'),
('E45530','91'),
('E45540','54'),
('E45540','88'),
('E45540','91'),
('E45570','54'),
('E45570','88'),
('E45590','54'),
('E45590','88'),
('E45600','54'),
('E45600','88'),
('E45604','54'),
('E45604','88'),
('P02860','8'),
('P02860','29'),
('P02860','31'),
('P02860','G31'),
('P02865','86'),
('P02865','88'),
('P02865','91'),
('P02890','29'),
('P02890','31'),
('P02890','86'),
('P02890','88'),
('P02890','91'),
('P02890','G31'),
('E45670','88'),
('E45680','88'),
('E45700','67'),
('E45700','P12'),
('E45710','88'),
('E45710','89'),
('E45720','88'),
('E70283','71C'),
('E70283','88'),
('E45730','67'),
('E45730','P12'),
('E45730','P16'),
('E45740','71C'),
('E45740','77'),
('E45740','88'),
('E45760','67'),
('E45760','69'),
('E45760','71C'),
('E46390','67'),
('E46390','P12'),
('E45780','54'),
('E45780','88'),
('E70158','67'),
('E70158','69'),
('E70158','71C'),
('P02830','29'),
('P02830','31'),
('P02830','G31'),
('E70801','71C'),
('E70802','71C'),
('E70416','71C'),
('E70416','88'),
('E70425','71C'),
('E70425','74'),
('E70425','77'),
('E70425','82'),
('E70425','86'),
('E70425','88'),
('E70425','89'),
('E45940','88'),
('E45950','88'),
('E45970','67'),
('E45970','P12'),
('E45960','88'),
('E45975','88'),
('E45650','71C'),
('E45660','71C'),
('E45980','67'),
('E45980','P12'),
('E45980','P16'),
('E45990','67'),
('E45990','P12'),
('E45990','P16'),
('P02910','29'),
('P02910','31'),
('P02910','86'),
('P02910','88'),
('P02910','91'),
('P02910','G31'),
('E46010','88'),
('E46020','88'),
('E03030','59'),
('E03030','69'),
('E03030','P69'),
('E46040','59'),
('E46040','68'),
('E46040','69'),
('E46040','P68'),
('E46040','P69'),
('E46050','67'),
('E46050','P12'),
('E46050','P16'),
('E46080','67'),
('E46080','69'),
('E46080','71C'),
('E46090','67'),
('E46090','69'),
('E46090','71C'),
('E46120','67'),
('E46120','P12'),
('E46120','P16'),
('E46130','67'),
('E46130','69'),
('E46130','71C'),
('E46140','67'),
('E46140','69'),
('E46140','71C'),
('E46150','67'),
('E46150','69'),
('E46150','71C'),
('E46160','67'),
('E46160','69'),
('E46160','71C'),
('E46170','71C'),
('E46180','71C'),
('E46190','64'),
('E46190','88'),
('E46210','88'),
('E46220','88'),
('E46230','67'),
('E46230','P12'),
('E46250','88'),
('E46260','88'),
('E46270','67'),
('E46270','69'),
('E46270','71C'),
('E46280','88'),
('S38365','44'),
('E46310','88'),
('E46360','67'),
('E46360','P12'),
('S38370','44'),
('E46480','59'),
('E46480','68'),
('E46480','69'),
('E46480','P68'),
('E46480','P69'),
('E46470','71C'),
('E46470','74'),
('E46470','77'),
('E46470','82'),
('E46470','86'),
('E46470','88'),
('E46470','89'),
('E70394','71C'),
('E70394','74'),
('E70394','77'),
('E70394','82'),
('E70394','86'),
('E70394','88'),
('E70394','89'),
('E46490','71C'),
('E46490','77'),
('E46490','88'),
('E46500','67'),
('E46500','P12'),
('E46510','67'),
('E46510','P12'),
('E46520','67'),
('E46520','P12'),
('E46540','59'),
('E46540','68'),
('E46540','69'),
('E46540','P68'),
('E46540','P69'),
('E46550','67'),
('E46550','69'),
('E46550','71C'),
('E46560','67'),
('E46560','69'),
('E45880','71C'),
('E45880','74'),
('E45880','75'),
('E45880','77'),
('E45880','82'),
('E45880','86'),
('E45880','88'),
('E45880','89'),
('E46570','67'),
('E46570','P12'),
('E46590','67'),
('E46590','69'),
('E46595','71C'),
('E46595','77'),
('E46595','82'),
('E46595','86'),
('E46595','88'),
('E46597','71C'),
('E46597','74'),
('E46597','77'),
('E46597','82'),
('E46597','86'),
('E46597','88'),
('E46597','89'),
('E46600','88'),
('E46610','88'),
('E46770','88'),
('E46630','64'),
('E46630','88'),
('E46710','71C'),
('E46710','88'),
('E45560','54'),
('E45560','88'),
('E46650','67'),
('E46650','69'),
('E46650','71C'),
('E45895','71C'),
('E45895','88'),
('E70426','71C'),
('E70426','74'),
('E70426','77'),
('E70426','82'),
('E70426','86'),
('E70426','88'),
('E70426','89'),
('E46670','67'),
('E46670','P12'),
('E46670','P16'),
('E46700','67'),
('E46700','69'),
('E46700','71C'),
('E70905','71C'),
('E70905','77'),
('E70905','88'),
('E46720','88'),
('E46800','71C'),
('E46800','74'),
('E46800','77'),
('E46800','82'),
('E46800','86'),
('E46800','88'),
('E46800','89'),
('E46820','67'),
('E46820','P12'),
('E46840','59'),
('E46840','68'),
('E46840','69'),
('E46840','P68'),
('E46840','P69'),
('E45890','71C'),
('E45890','74'),
('E45890','75'),
('E45890','77'),
('E45890','82'),
('E45890','86'),
('E45890','88'),
('E45890','89'),
('E46850','67'),
('E46850','P12'),
('E46870','67'),
('E46870','69'),
('E46885','67'),
('E46905','67'),
('E46915','67'),
('E46910','67'),
('E46920','67'),
('E46895','67'),
('E46890','67'),
('N41620','P10'),
('N41630','P10'),
('N70171','P10'),
('N41640','P10'),
('N41680','P10'),
('N41700','P10'),
('N41720','P10'),
('N41730','P10'),
('N41750','17'),
('N41750','18'),
('N41830','17'),
('N41830','18'),
('N41735','17'),
('N41740','17'),
('S38460','59'),
('S38470','59'),
('N41755','17'),
('N41755','18'),
('S38490','52L'),
('N41770','17'),
('N41770','18'),
('N41780','17'),
('N41780','18'),
('N41800','17'),
('N41800','18'),
('N41760','17'),
('N41760','18'),
('S38530','59'),
('S38540','52L'),
('S13730','59'),
('N41790','17'),
('N41790','18'),
('S38670','52L'),
('S38680','52L'),
('S38690','52L'),
('S38700','52L'),
('S38740','52L'),
('E70414','61A'),
('E70414','71C'),
('N43190','8'),
('N42120','8'),
('N42850','8'),
('N42210','8'),
('N42210','17'),
('N42300','8'),
('N42300','O1'),
('N42430','8'),
('N43130','8'),
('N42810','4'),
('N42810','8'),
('N42810','17'),
('N42660','8'),
('N43230','8'),
('N43060','8'),
('N43710','8'),
('N43740','8'),
('N43740','11'),
('N43760','8'),
('N43760','11'),
('N43790','8'),
('N43800','8'),
('N43810','8'),
('N43820','8'),
('N43830','8'),
('N42670','8'),
('N43350','8'),
('N43360','8'),
('N43390','8'),
('N43395','8'),
('N43770','8'),
('N43400','8'),
('N43430','8'),
('N43450','8'),
('N43450','11'),
('N43330','8'),
('N43470','8'),
('N43480','8'),
('N43510','8'),
('N43500','8'),
('N44030','8'),
('N43540','8'),
('N43550','8'),
('N43560','8'),
('N43565','8'),
('N43590','8'),
('N43590','11'),
('N43620','8'),
('N43630','8'),
('N43370','8'),
('N43380','8'),
('N43650','8'),
('N43650','11'),
('N43670','8'),
('N43200','8'),
('N43680','8'),
('N43860','8'),
('N43310','8'),
('N43890','8'),
('N43900','8'),
('N70053','8'),
('N43920','8'),
('N44000','8'),
('N44020','8'),
('N44040','8'),
('N44060','8'),
('N44050','8'),
('N43930','8'),
('N71263','8'),
('N43940','8'),
('N43445','8'),
('N43960','8'),
('N43970','8'),
('N43980','8'),
('N43660','8'),
('N44080','8'),
('N71204','8'),
('N44100','8'),
('W08025','28X'),
('W19917','24'),
('X13390','39'),
('X13400','39'),
('X13410','39'),
('X13420','39'),
('X13460','39'),
('X13480','39'),
('X13500','39'),
('X13550','39'),
('X13570','39'),
('X13580','39'),
('X13590','39'),
('X13600','39'),
('X13610','39'),
('X13650','39'),
('X13660','39'),
('X13670','39'),
('X13690','39'),
('X13710','39'),
('X13730','39'),
('X13740','39'),
('X13760','39'),
('X13771','39'),
('X13772','39'),
('S70595','60'),
('E47500','69'),
('E47500','P69'),
('E47510','69'),
('E47510','P69'),
('E47530','69'),
('E47530','P69'),
('E47580','69'),
('E47580','P69'),
('E47590','69'),
('E47590','P69'),
('W19945','24'),
('W19920','24'),
('W19930','24'),
('N44450','1'),
('N44450','P10'),
('N44460','1'),
('N44460','P10'),
('N44990','1'),
('N44990','P10'),
('N20835','1'),
('N20835','P10'),
('N44480','1'),
('N44480','P10'),
('N44660','1'),
('N44660','P10'),
('N44500','1'),
('N44500','P10'),
('N44530','1'),
('N44530','P10'),
('N44560','1'),
('N44560','P10'),
('N44570','1'),
('N44570','P10'),
('N21240','1'),
('N21240','P10'),
('N44580','1'),
('N44580','P10'),
('N44590','1'),
('N44590','P10'),
('N44600','1'),
('N44600','P10'),
('N21330','1'),
('N21330','P10'),
('N44640','1'),
('N44640','P10'),
('N44670','1'),
('N44670','P10'),
('N44700','1'),
('N44700','P10'),
('N44710','1'),
('N44710','P10'),
('N44760','1'),
('N44760','P10'),
('N44770','1'),
('N44770','P10'),
('N44800','1'),
('N44800','P10'),
('N44810','1'),
('N44810','P10'),
('N44840','1'),
('N44840','P10'),
('N44860','1'),
('N44860','P10'),
('N44890','1'),
('N44890','P10'),
('N44960','1'),
('N44960','P10'),
('N44980','1'),
('N44980','P10'),
('N22490','1'),
('N22490','P10'),
('N45010','1'),
('N45010','P10'),
('N45030','1'),
('N45030','P10'),
('N22760','1'),
('N22760','P10'),
('N45040','1'),
('N45040','P10'),
('N45060','4'),
('N45080','4'),
('N45090','4'),
('N45120','4'),
('W70045','22'),
('W70043','22'),
('W70039','22'),
('W70040','22'),
('E47720','65'),
('S70301','55'),
('S70352','55'),
('S70351','55'),
('N45160','18'),
('N45210','O5'),
('N45230','O5'),
('N45240','O5'),
('N45360','O5'),
('N45260','O5'),
('N45270','O5'),
('N45290','O5'),
('N45310','O5'),
('N45320','O5'),
('N45340','O5'),
('N45350','O5'),
('N45280','O5'),
('N45300','O5'),
('N45330','O5'),
('N45380','O5'),
('E48020','68'),
('E48020','P68'),
('S39750','Y49'),
('S39650','Y49'),
('S39830','Y49'),
('S39665','Y49'),
('S70233','Y49'),
('S39670','Y49'),
('S39710','Y49'),
('S39720','Y49'),
('S39880','Y49'),
('S39770','Y49'),
('S39790','Y49'),
('S39751','Y49'),
('S39810','Y49'),
('S39660','Y49'),
('S39666','Y49'),
('S70107','Y49'),
('S39840','Y49'),
('S39860','Y49'),
('S39890','Y49'),
('N71248','P10'),
('N71240','P10'),
('N71241','P10'),
('S17980','Y45'),
('S17980','Y47'),
('S39900','Y47'),
('S39920','Y47'),
('S39930','Y47'),
('S39940','Y47'),
('S39950','Y47'),
('S39980','Y47'),
('S40010','Y47'),
('S40060','Y47'),
('S40100','Y47'),
('S18000','Y45'),
('S18000','Y47'),
('S39990','Y47'),
('S18010','Y45'),
('S18010','Y47'),
('S40020','Y47'),
('S40030','Y47'),
('S18020','Y45'),
('S18020','Y47'),
('S40050','Y47'),
('S40000','Y47'),
('S40070','Y47'),
('S40090','Y47'),
('W70035','29'),
('W70036','29'),
('W20130','31'),
('S40130','Y49'),
('X15150','41'),
('X15120','41'),
('X15160','41'),
('N45382','7'),
('N45383','7'),
('N45384','7'),
('N45386','7'),
('N45387','7'),
('S40180','56'),
('E48210','59'),
('E48210','61B'),
('E48210','71'),
('E48210','P7'),
('E48190','59'),
('E48190','61B'),
('E48190','71'),
('E48190','P7'),
('E27490','61B'),
('E48200','59'),
('E48200','61B'),
('E48200','71'),
('E48200','P7'),
('E48205','61B'),
('E48220','59'),
('E48220','61B'),
('E48220','71'),
('E48220','P7'),
('E48230','59'),
('E48230','61B'),
('E48230','71'),
('E48230','P7'),
('S70322','55'),
('S70382','55'),
('S70321','55'),
('S70381','55'),
('X15250','39'),
('E48390','68'),
('E48390','69'),
('E48390','P12'),
('E48390','P67'),
('E48390','P68'),
('E48390','P69'),
('E48360','68'),
('E48360','69'),
('E48360','P67'),
('E48360','P68'),
('E48360','P69'),
('E48370','68'),
('E48370','69'),
('E48370','P67'),
('E48370','P68'),
('E48370','P69'),
('E48405','68'),
('E48405','69'),
('E48405','P67'),
('E48405','P68'),
('E48405','P69'),
('E70866','81'),
('E70870','81'),
('E70865','81'),
('E70867','81'),
('E70871','81'),
('S40455','55'),
('S40455','59'),
('N45490','6'),
('N45490','15'),
('N45520','O5'),
('N45510','O5'),
('N45530','O5'),
('N45540','O5'),
('N45570','O5'),
('N45580','O5'),
('N45590','O5'),
('N45600','O5'),
('N45610','O5'),
('N45620','O5'),
('N45640','O5'),
('N45650','O5'),
('N45660','O5'),
('X15260','40'),
('X15270','40'),
('E48470','74'),
('E48480','74'),
('E48490','74'),
('E48500','74'),
('E48510','74'),
('E48520','74'),
('N45720','6'),
('N45670','6'),
('N45680','6'),
('N45690','6'),
('N45700','6'),
('N45750','6'),
('N45770','6'),
('N45780','6'),
('N45790','6'),
('N45800','6'),
('N45810','6'),
('N45820','4'),
('N45840','4'),
('N45830','4'),
('N45850','4'),
('S40550','56'),
('S40550','59'),
('S40565','56'),
('S40565','59'),
('S40570','56'),
('S40570','59'),
('S40630','56'),
('S40630','59'),
('S40600','56'),
('S40600','59'),
('S40640','56'),
